app_name	product_id	sub_length	trial_period	sub_price	trial_price
field_service	com.getpaidapp.fieldservice.solo.monthly.intro19	31	31	29	19
field_service	com.getpaidapp.fieldservice.solo.monthly.trial7d	31	7	29	0
field_service	com.getpaidapp.fieldservice.team.monthly.trial7d	31	7	79	0
field_service	com.getpaidapp.fieldservice.business.monthly.trial7d	31	7	149	0
field_service	com.getpaidapp.fieldservice.invoicing.yearly.base	365	0	139.99	
field_service	com.getpaidapp.fieldservice.solo.yearly.base	365	0	179.99	
field_service	com.getpaidapp.fieldservice.team.yearly.base	365	0	479	0
field_service	com.getpaidapp.fieldservice.business.yearly.base	365	0	959	0
field_service	com.getpaidapp.fieldservice.invoicing.weekly.intro499	7	7	9.99	4.99
field_service	com.getpaidapp.fieldservice.invoicing.weekly.trial3d	7	3	9.99	0
invoices	com.getpaidapp.invoices.unlimited_monthly	31	0		
invoices	com.getpaidapp.invoices.pro_monthly	31	0		
invoices	com.getpaidapp.invoices.premium_monthly	31	0		
invoices	com.getpaidapp.invoices.pro14.99_monthly	31	3		
invoices	com.getpaidapp.invoices.premium_monthly_new	31	0		
invoices	com.getpaidapp.invoices.premium_plan_monthly	31	0		
invoices	com.getpaidapp.invoices.month_premium	31	0		
invoices	com.getpaidapp.invoices.unlimited_monthly_premium	31	0		
invoices	com.getpaidapp.invoices.pro17.99_monthly_premium	31	0		
invoices	com.getpaidapp.invoices.pro_monthly_premium	31	0		
invoices	invoices.1monthly.pri_01jnk16mc34bbr84d0y9cgnarj	31	0		
invoices	com.getpaidapp.invoices.month_premium_trial	31	3		
invoices	com.getpaidapp.invoices.unlimited_annual	365	0		
invoices	com.getpaidapp.invoices.pro_annual	365	0		
invoices	com.getpaidapp.invoices.premium_annual	365	0		
invoices	com.getpaidapp.invoices.pro99.99_annual	365	0		
invoices	com.getpaidapp.invoices.premium_annual_trial	365	3		
invoices	com.getpaidapp.invoices.premium_annual_trial_7	365	0		
invoices	com.getpaidapp.invoices.year_premium	365	0		
invoices	com.getpaidapp.invoices.pro_annual_premium	365	0		
invoices	com.getpaidapp.invoices.pro179.99_annual_premium	365	0		
invoices	com.getpaidapp.invoices.unlimited_annual_premium	365	0		
invoices	com.getpaidapp.invoices.premium_plan_annual	365	0		
invoices	com.getpaidapp.invoices.plus_plan_annual	365	0		
invoices	com.getpaidapp.invoices.unlimited_weekyl	7	3		
invoices	com.getpaidapp.invoices.pro_weekly	7	3		
invoices	com.getpaidapp.invoices.premium_weekly	7	3		
invoices	com.getpaidapp.invoices.premium_weekly_no_trial	7	0		
invoices	com.getpaidapp.invoices.premium_plan_weekly	7	3		
invoices	invoices.1weekly.pri_01jnk15k4r45s4qn2vr5j4w9md	7	0		
invoices	com.getpaidapp.invoices.plus_weekly_trial	7	3		
invoices	com.getpaidapp.invoices.plus_weekly_no_trial	7	0		
invoices	com.getpaidapp.invoices.weekly_plus_no_trial	7	0	7.99	0
invoices	com.getpaidapp.invoices.weekly_plus_trial	7	3	7.99	0
invoices	com.getpaidapp.invoices.premium_plan_weekly_no_trial	7	0		0
invoices	com.getpaidapp.invoices.week_plus_trial	7	3	9.99	0
invoices	com.getpaidapp.invoices.week_plus_no_trial	7	0	9.99	0
invoices_android	com.getpaidapp.android.invoices.premium:month	31	0		
invoices_android	com.getpaidapp.android.invoices.pro:month	31	0		
invoices_android	com.getpaidapp.android.invoices.premium:year	365	0		
invoices_android	com.getpaidapp.android.invoices.pro:year	365	0		
invoices_android	com.getpaidapp.android.invoices.premium:week	7	3		
invoices_android	com.getpaidapp.android.invoices.pro:week	7	3		
tofu_web	tofu.1monthly.prod_RSsJ6xTIcLRqoy	31	7		
tofu_web	tofu.1monthly.prod_RSsJ6xTIcLRqoy.price_1QZwZ6Jnc2Yr4yxF11AWy527	31	7	19	0
tofu_web	tofu.1monthly.prod_RSsJ6xTIcLRqoy.price_1RbKCUJnc2Yr4yxF9agFfOJ8	31	31	17.99	1.79
tofu_web	tofu.1monthly.prod_RSsJ6xTIcLRqoy.price_1RnytVJnc2Yr4yxFFveN5o6q	31	3	17.99	1.79
tofu_web	tofu.1monthly.prod_RSsJ6xTIcLRqoy.price_1RyAAQJnc2Yr4yxFPFgCrDpn	31	3	19	1.99
tofu_web	tofu.1monthly.prod_RSsJ6xTIcLRqoy.price_1RyA9xJnc2Yr4yxFTMTO1aJZ	31	7	19	0
